lower_edge,code
0.002740728,001001000111000000
0.00277839,001001000111000010
0.002803498,001001000111000100
0.002824422,001001000111000110
0.002836976,001001000111001000
0.002841161,001001000111001010
0.002983442,001001000111001100
0.002987626,001001000111001110
0.002995996,001001000111010000
0.003016919,001001000111010010
0.003042028,001001000111010100
0.003054582,001001000111010110
0.003092244,001001000111011000
0.003117352,001001000111011010
0.00315083,001001000111011100
0.003167569,001001000111011110
0.003234525,001001000111100000
0.003280557,001001000111100010
0.003343328,001001000111100100
0.003347512,001001000111100110
0.003364251,001001000111101000
0.003393544,001001000111101010
0.003410283,001001000111101100
0.003473054,001001000111101110
0.003510717,001001000111110000
0.003519086,001001000111110010
0.003535825,001001000111110100
0.003565118,001001000111110110
0.003577672,001001000111111000
0.003590226,001001000111111010
0.003615335,001001000111111100
0.003619519,001001000111111110
0.003648812,001001001000000000
0.003657182,001001001000000010
0.003673921,001001001000000100
0.00369066,001001001000000110
0.003728322,001001001000001000
0.003778539,001001001000001010
0.003782724,001001001000001100
0.003786908,001001001000001110
0.003958482,001001001000010000
0.004113317,001001001000010010
0.004150979,001001001000010100
0.005071618,001001001000010110
-0.006369414,0010010010000110000
-0.006352675,0010010010000110010
-0.006323382,0010010010000110100
-0.006302458,0010010010000110110
-0.006298273,0010010010000111000
-0.006256426,0010010010000111010
-0.006248057,0010010010000111100
-0.006227133,0010010010000111110
-0.006218764,0010010010001000000
-0.006214579,0010010010001000010
-0.00620621,0010010010001000100
-0.006202025,0010010010001000110
-0.00619784,0010010010001001000
-0.006193656,0010010010001001010
-0.006176916,0010010010001001100
-0.006168547,0010010010001001110
-0.006160178,0010010010001010000
-0.006151808,0010010010001010010
-0.006122515,0010010010001010100
-0.006101592,0010010010001010110
-0.006093222,0010010010001011000
-0.006089037,0010010010001011010
-0.006084853,0010010010001011100
-0.006080668,0010010010001011110
-0.006063929,0010010010001100000
-0.006055559,0010010010001100010
-0.006034636,0010010010001100100
-0.006030451,0010010010001100110
-0.006026267,0010010010001101000
-0.006009527,0010010010001101010
-0.006001158,0010010010001101100
-0.005992789,0010010010001101110
-0.005980235,0010010010001110000
-0.005913279,0010010010001110010
-0.00590491,0010010010001110100
-0.005888171,0010010010001110110
-0.005867247,0010010010001111000
-0.005846323,0010010010001111010
-0.005812846,0010010010001111100
-0.005804476,0010010010001111110
-0.00574589,0010010010010000000
-0.005704043,0010010010010000010
-0.005662195,0010010010010000100
-0.005591055,0010010010010000110
-0.005582686,0010010010010001000
-0.005570132,0010010010010001010
-0.005540838,0010010010010001100
-0.005536654,0010010010010001110
-0.005532469,0010010010010010000
-0.005511546,0010010010010010010
-0.005494807,0010010010010010100
-0.005482253,0010010010010010110
-0.005465514,0010010010010011000
-0.005440405,0010010010010011010
-0.005394374,0010010010010011100
-0.00536508,0010010010010011110
-0.005360896,0010010010010100000
-0.005356711,0010010010010100010
-0.005352526,0010010010010100100
-0.005323233,0010010010010100110
-0.005264647,0010010010010101000
-0.005239538,0010010010010101010
-0.005226985,0010010010010101100
-0.005201876,0010010010010101110
-0.005197691,0010010010010110000
-0.005189322,0010010010010110010
-0.005180953,0010010010010110100
-0.005176768,0010010010010110110
-0.005164213,0010010010010111000
-0.005147475,0010010010010111010
-0.005113997,0010010010010111100
-0.005109812,0010010010010111110
-0.005084704,0010010010011000000
-0.005051226,0010010010011000010
-0.005042857,0010010010011000100
-0.005034487,0010010010011000110
-0.005009379,0010010010011001000
-0.004954977,0010010010011001010
-0.004929869,0010010010011001100
-0.004925685,0010010010011001110
-0.004904761,0010010010011010000
-0.004883837,0010010010011010010
-0.004871283,0010010010011010100
-0.004829436,0010010010011010110
-0.004737372,0010010010011011000
-0.004657862,0010010010011011010
-0.004653677,0010010010011011100
-0.004641123,0010010010011011110
-0.004628569,0010010010011100000
-0.004569983,0010010010011100010
-0.004561613,0010010010011100100
-0.00453232,0010010010011100110
-0.004519766,0010010010011101000
-0.004498843,0010010010011101010
-0.004490473,0010010010011101100
-0.004486288,0010010010011101110
-0.004431887,0010010010011110000
-0.004423518,0010010010011110010
-0.004394224,0010010010011110100
-0.00439004,0010010010011110110
-0.004373301,0010010010011111000
-0.004369116,0010010010011111010
-0.004356562,0010010010011111100
-0.004335639,0010010010011111110
-0.004314715,0010010010100000000
-0.004302161,0010010010100000010
-0.004289607,0010010010100000100
-0.00423939,0010010010100000110
-0.004197543,0010010010100001000
-0.00415988,0010010010100001010
-0.004151511,0010010010100001100
-0.004147326,0010010010100001110
-0.004134772,0010010010100010000
-0.004130587,0010010010100010010
-0.004055262,0010010010100010100
-0.004034339,0010010010100010110
-0.004025969,0010010010100011000
-0.004021784,0010010010100011010
-0.003967383,0010010010100011100
-0.00393809,0010010010100011110
-0.003908797,0010010010100100000
-0.003841841,0010010010100100010
-0.003825102,0010010010100100100
-0.003808363,0010010010100100110
-0.003733038,0010010010100101000
-0.003720484,0010010010100101010
-0.0037163,0010010010100101100
-0.003678637,0010010010100101110
-0.003653529,0010010010100110000
-0.003569834,0010010010100110010
-0.003364783,0010010010100110100
-0.003360598,0010010010100110110
-0.003356413,0010010010100111000
-0.002983973,0010010010100111010
-0.002971419,0010010010100111100
-0.002967234,0010010010100111110
-0.002858431,0010010010101000000
-0.002841692,0010010010101000010
-0.002540392,0010010010101000100
-0.002511099,0010010010101000110
0.002426873,0010010010101001000
0.002569154,0010010010101001010
0.002606816,0010010010101001100
0.002623555,0010010010101001110
0.002636109,0010010010101010000
0.002723989,0010010010101010010
0.002799314,0010010010101010100
0.002853715,0010010010101010110
0.002862084,0010010010101011000
0.002908116,0010010010101011010
0.002912301,0010010010101011100
0.00292904,0010010010101011110
0.002933225,0010010010101100000
0.002945779,0010010010101100010
0.002954148,0010010010101100100
0.002975072,0010010010101100110
0.00300018,0010010010101101000
0.003012734,0010010010101101010
0.003021104,0010010010101101100
0.003025289,0010010010101101110
0.003029473,0010010010101110000
0.00307969,0010010010101110010
0.003125722,0010010010101110100
0.003175939,0010010010101110110
0.003180123,0010010010101111000
0.003192678,0010010010101111010
0.003205232,0010010010101111100
0.00323871,0010010010101111110
0.003259633,0010010010110000000
0.003263818,0010010010110000010
0.00330148,0010010010110000100
0.00330985,0010010010110000110
0.003314035,0010010010110001000
0.003326589,0010010010110001010
0.003368436,0010010010110001100
0.003376805,0010010010110001110
0.003401914,0010010010110010000
0.003406099,0010010010110010010
0.003418653,0010010010110010100
0.003431207,0010010010110010110
0.003439576,0010010010110011000
0.00345213,0010010010110011010
0.003456315,0010010010110011100
0.0034605,0010010010110011110
0.003481423,0010010010110100000
0.003485608,0010010010110100010
0.003489793,0010010010110100100
0.003493978,0010010010110100110
0.003544194,0010010010110101000
0.003552564,0010010010110101010
0.003581857,0010010010110101100
0.003586042,0010010010110101110
0.003598596,0010010010110110000
0.003623704,0010010010110110010
0.003627889,0010010010110110100
0.003636258,0010010010110110110
0.003644628,0010010010110111000
0.003661367,0010010010110111010
0.003703214,0010010010110111100
0.003715768,0010010010110111110
0.003719953,0010010010111000000
0.003724137,0010010010111000010
0.003740876,0010010010111000100
0.003745061,0010010010111000110
0.003774354,0010010010111001000
0.003791093,0010010010111001010
0.003795278,0010010010111001100
0.003807832,0010010010111001110
0.003828756,0010010010111010000
0.003853864,0010010010111010010
0.003866418,0010010010111010100
0.003878972,0010010010111010110
0.003891526,0010010010111011000
0.00391245,0010010010111011010
0.003954297,0010010010111011100
0.004042177,0010010010111011110
0.004054731,0010010010111100000
0.004084024,0010010010111100010
0.004130056,0010010010111100100
0.004159349,0010010010111100110
0.00421375,0010010010111101000
0.004217935,0010010010111101010
0.004238858,0010010010111101100
0.004255597,0010010010111101110
0.004272336,0010010010111110000
0.004347661,0010010010111110010
0.004385324,0010010010111110100
0.004422986,0010010010111110110
0.004510866,0010010010111111000
0.004602929,0010010010111111010
0.004619668,0010010010111111100
0.004623853,0010010010111111110
0.004648961,0010010011000000000
0.004720102,0010010011000000010
0.004774503,0010010011000000100
0.004837274,0010010011000000110
0.004874936,0010010011000001000
0.004979554,0010010011000001010
0.004983739,0010010011000001100
0.00503814,0010010011000001110
0.00504651,0010010011000010000
0.005075803,0010010011000010010
0.005084172,0010010011000010100
0.005113465,0010010011000010110
0.005213899,0010010011000011000
0.005222268,0010010011000011010
0.005234822,0010010011000011100
0.005326886,0010010011000011110
0.005368733,0010010011000100000
0.005402211,0010010011000100010
0.005410581,0010010011000100100
0.00542732,0010010011000100110
0.005431504,0010010011000101000
0.005444059,0010010011000101010
0.005473352,0010010011000101100
0.005494275,0010010011000101110
0.005519384,0010010011000110000
0.005557046,0010010011000110010
0.005573785,0010010011000110100
0.005582154,0010010011000110110
0.005594708,0010010011000111000
0.005695142,0010010011000111010
0.005711881,0010010011000111100
0.00572862,0010010011000111110
0.005736989,0010010011001000000
0.00587927,0010010011001000010
0.005925301,0010010011001000100
0.005937856,0010010011001000110
0.005975518,0010010011001001000
0.006059213,0010010011001001010
0.006084321,0010010011001001100
0.006155462,0010010011001001110
0.006168016,0010010011001010000
0.006176385,0010010011001010010
0.006255895,0010010011001010100
0.006306111,0010010011001010110
0.00633122,0010010011001011000
0.006431653,0010010011001011010
0.006908712,0010010011001011100
0.006963113,0010010011001011110
0.007762395,0010010011001100000
0.007954893,0010010011001100010
0.008394288,0010010011001100100
0.008779283,0010010011001100110
0.008791837,0010010011001101000
0.00882113,0010010011001101010
0.008871347,0010010011001101100
0.009068029,0010010011001101110
0.009222863,0010010011001110000
0.009260526,0010010011001110010
0.009294003,0010010011001110100
0.009365144,0010010011001110110
0.009394437,0010010011001111000
0.009448838,0010010011001111010
0.00958275,0010010011001111100
0.009595304,0010010011001111110
0.009612042,0010010011010000000
0.009616227,0010010011010000010
0.009637151,0010010011010000100
0.009892419,0010010011010000110
0.009904973,0010010011010001000
-0.006984568,00100100110100010100
-0.006620497,00100100110100010110
-0.006603758,00100100110100011000
-0.006574465,00100100110100011010
-0.006570281,00100100110100011100
-0.006520064,00100100110100011110
-0.006503325,00100100110100100000
-0.00649914,00100100110100100010
-0.006469847,00100100110100100100
-0.006465662,00100100110100100110
-0.006428,00100100110100101000
-0.006394522,00100100110100101010
-0.006386152,00100100110100101100
-0.006361044,00100100110100101110
-0.006340121,00100100110100110000
-0.006331751,00100100110100110010
-0.006327567,00100100110100110100
-0.006319197,00100100110100110110
-0.006315012,00100100110100111000
-0.006306643,00100100110100111010
-0.006294089,00100100110100111100
-0.006289904,00100100110100111110
-0.006281535,00100100110101000000
-0.00627735,00100100110101000010
-0.006264796,00100100110101000100
-0.006260611,00100100110101000110
-0.006239688,00100100110101001000
-0.006143439,00100100110101001010
-0.006139254,00100100110101001100
-0.006135069,00100100110101001110
-0.00611833,00100100110101010000
-0.006076483,00100100110101010010
-0.006051375,00100100110101010100
-0.006038821,00100100110101010110
-0.006017897,00100100110101011000
-0.006005343,00100100110101011010
-0.005996973,00100100110101011100
-0.005984419,00100100110101011110
-0.005971865,00100100110101100000
-0.00596768,00100100110101100010
-0.005963495,00100100110101100100
-0.005946757,00100100110101100110
-0.005930018,00100100110101101000
-0.005917464,00100100110101101010
-0.005892355,00100100110101101100
-0.005883986,00100100110101101110
-0.005879801,00100100110101110000
-0.005875616,00100100110101110010
-0.005871432,00100100110101110100
-0.005863062,00100100110101110110
-0.005858878,00100100110101111000
-0.005854693,00100100110101111010
-0.005850508,00100100110101111100
-0.005833769,00100100110101111110
-0.005829584,00100100110110000000
-0.0058254,00100100110110000010
-0.005821215,00100100110110000100
-0.005808661,00100100110110000110
-0.005796107,00100100110110001000
-0.005775183,00100100110110001010
-0.005758444,00100100110110001100
-0.005754259,00100100110110001110
-0.005750075,00100100110110010000
-0.005741705,00100100110110010010
-0.005737521,00100100110110010100
-0.005729151,00100100110110010110
-0.005724967,00100100110110011000
-0.005720782,00100100110110011010
-0.005716597,00100100110110011100
-0.005708227,00100100110110011110
-0.005687304,00100100110110100000
-0.005683119,00100100110110100010
-0.005649642,00100100110110100100
-0.005645457,00100100110110100110
-0.005641272,00100100110110101000
-0.005632902,00100100110110101010
-0.005628718,00100100110110101100
-0.005620348,00100100110110101110
-0.00560361,00100100110110110000
-0.005599425,00100100110110110010
-0.00558687,00100100110110110100
-0.005574316,00100100110110110110
-0.005565947,00100100110110111000
-0.00551573,00100100110110111010
-0.005503176,00100100110110111100
-0.005469698,00100100110110111110
-0.005461329,00100100110111000000
-0.005452959,00100100110111000010
-0.005448775,00100100110111000100
-0.00544459,00100100110111000110
-0.005436221,00100100110111001000
-0.005423666,00100100110111001010
-0.005406927,00100100110111001100
-0.005390189,00100100110111001110
-0.005386004,00100100110111010000
-0.005381819,00100100110111010010
-0.005377634,00100100110111010100
-0.00537345,00100100110111010110
-0.005344157,00100100110111011000
-0.005339972,00100100110111011010
-0.005335787,00100100110111011100
-0.005314864,00100100110111011110
-0.005310679,00100100110111100000
-0.005306494,00100100110111100010
-0.00530231,00100100110111100100
-0.005281386,00100100110111100110
-0.005277201,00100100110111101000
-0.005273016,00100100110111101010
-0.005252093,00100100110111101100
-0.005235354,00100100110111101110
-0.0052228,00100100110111110000
-0.005218615,00100100110111110010
-0.005172583,00100100110111110100
-0.005168398,00100100110111110110
-0.005160029,00100100110111111000
-0.005155844,00100100110111111010
-0.005130736,00100100110111111100
-0.005101443,00100100110111111110
-0.005097258,00100100111000000000
-0.005093073,00100100111000000010
-0.005080519,00100100111000000100
-0.005076334,00100100111000000110
-0.005067965,00100100111000001000
-0.005047041,00100100111000001010
-0.005021933,00100100111000001100
-0.00499264,00100100111000001110
-0.004988455,00100100111000010000
-0.004980086,00100100111000010010
-0.004959162,00100100111000010100
-0.004942423,00100100111000010110
-0.004938239,00100100111000011000
-0.004934054,00100100111000011010
-0.004917315,00100100111000011100
-0.00491313,00100100111000011110
-0.004896391,00100100111000100000
-0.004867098,00100100111000100010
-0.004858729,00100100111000100100
-0.004854544,00100100111000100110
-0.004850359,00100100111000101000
-0.004837805,00100100111000101010
-0.004821066,00100100111000101100
-0.004812697,00100100111000101110
-0.004804328,00100100111000110000
-0.004800143,00100100111000110010
-0.004787588,00100100111000110100
-0.004783404,00100100111000110110
-0.004745741,00100100111000111000
-0.004720633,00100100111000111010
-0.004716448,00100100111000111100
-0.004712264,00100100111000111110
-0.004695524,00100100111001000000
-0.00469134,00100100111001000010
-0.004687155,00100100111001000100
-0.00468297,00100100111001000110
-0.004678786,00100100111001001000
-0.004670416,00100100111001001010
-0.004666232,00100100111001001100
-0.004632754,00100100111001001110
-0.00461183,00100100111001010000
-0.004607645,00100100111001010010
-0.004603461,00100100111001010100
-0.004590907,00100100111001010110
-0.004582537,00100100111001011000
-0.004578352,00100100111001011010
-0.004549059,00100100111001011100
-0.004536505,00100100111001011110
-0.004528136,00100100111001100000
-0.004511397,00100100111001100010
-0.004507212,00100100111001100100
-0.004482104,00100100111001100110
-0.004477919,00100100111001101000
-0.004448626,00100100111001101010
-0.004444441,00100100111001101100
-0.004440256,00100100111001101110
-0.004415148,00100100111001110000
-0.004410964,00100100111001110010
-0.004402594,00100100111001110100
-0.004360747,00100100111001110110
-0.004348193,00100100111001111000
-0.004344008,00100100111001111010
-0.004339823,00100100111001111100
-0.004331454,00100100111001111110
-0.004318899,00100100111010000000
-0.00431053,00100100111010000010
-0.004293791,00100100111010000100
-0.004243575,00100100111010000110
-0.004235205,00100100111010001000
-0.00423102,00100100111010001010
-0.004222651,00100100111010001100
-0.004214282,00100100111010001110
-0.004205912,00100100111010010000
-0.004189173,00100100111010010010
-0.004180804,00100100111010010100
-0.004176619,00100100111010010110
-0.00416825,00100100111010011000
-0.004155695,00100100111010011010
-0.004138956,00100100111010011100
-0.004122218,00100100111010011110
-0.004113848,00100100111010100000
-0.004109663,00100100111010100010
-0.004105479,00100100111010100100
-0.004097109,00100100111010100110
-0.00408874,00100100111010101000
-0.004080371,00100100111010101010
-0.004067816,00100100111010101100
-0.004063631,00100100111010101110
-0.004059447,00100100111010110000
-0.004051077,00100100111010110010
-0.004042708,00100100111010110100
-0.004000861,00100100111010110110
-0.003984122,00100100111010111000
-0.003959014,00100100111010111010
-0.003954829,00100100111010111100
-0.003946459,00100100111010111110
-0.003921351,00100100111011000000
-0.003917166,00100100111011000010
-0.003892058,00100100111011000100
-0.003887873,00100100111011000110
-0.003854395,00100100111011001000
-0.003795809,00100100111011001010
-0.003783255,00100100111011001100
-0.003749777,00100100111011001110
-0.003745592,00100100111011010000
-0.003645159,00100100111011010010
-0.003615866,00100100111011010100
-0.003582388,00100100111011010110
-0.003527987,00100100111011011000
-0.003189024,00100100111011011010
-0.002937941,00100100111011011100
-0.002917017,00100100111011011110
0.002615186,00100100111011100000
0.002749097,00100100111011100010
0.002782575,00100100111011100100
0.002790944,00100100111011100110
0.002845346,00100100111011101000
0.0028579,00100100111011101010
0.002895562,00100100111011101100
0.002916486,00100100111011101110
0.003037843,00100100111011110000
0.003129907,00100100111011110010
0.003155015,00100100111011110100
0.0031592,00100100111011110110
0.003163385,00100100111011111000
0.003171754,00100100111011111010
0.00323034,00100100111011111100
0.003255449,00100100111011111110
0.003284741,00100100111100000000
0.003318219,00100100111100000010
0.003334958,00100100111100000100
0.003351697,00100100111100000110
0.003355882,00100100111100001000
0.00338936,00100100111100001010
0.003414468,00100100111100001100
0.003427022,00100100111100001110
0.003435391,00100100111100010000
0.003443761,00100100111100010010
0.003468869,00100100111100010100
0.003506532,00100100111100010110
0.00353164,00100100111100011000
0.003548379,00100100111100011010
0.003711583,00100100111100011100
0.003749246,00100100111100011110
0.00375343,00100100111100100000
0.003765985,00100100111100100010
0.003770169,00100100111100100100
0.003799462,00100100111100100110
0.003820386,00100100111100101000
0.00384131,00100100111100101010
0.003845494,00100100111100101100
0.003849679,00100100111100101110
0.003858048,00100100111100110000
0.003862233,00100100111100110010
0.003874787,00100100111100110100
0.003883157,00100100111100110110
0.00390408,00100100111100111000
0.003908265,00100100111100111010
0.00392082,00100100111100111100
0.003925004,00100100111100111110
0.003941743,00100100111101000000
0.003945928,00100100111101000010
0.003950112,00100100111101000100
0.003962667,00100100111101000110
0.00398359,00100100111101001000
0.003987775,00100100111101001010
0.00399196,00100100111101001100
0.004004514,00100100111101001110
0.004012883,00100100111101010000
0.004021253,00100100111101010010
0.004025437,00100100111101010100
0.004029622,00100100111101010110
0.004033807,00100100111101011000
0.004050546,00100100111101011010
0.004071469,00100100111101011100
0.004079839,00100100111101011110
0.004096578,00100100111101100000
0.004100762,00100100111101100010
0.004109132,00100100111101100100
0.004121686,00100100111101100110
0.00414261,00100100111101101000
0.004146794,00100100111101101010
0.004184457,00100100111101101100
0.004188641,00100100111101101110
0.004192826,00100100111101110000
0.004197011,00100100111101110010
0.004205381,00100100111101110100
0.004222119,00100100111101110110
0.004251413,00100100111101111000
0.004280705,00100100111101111010
0.00428489,00100100111101111100
0.004297445,00100100111101111110
0.004305814,00100100111110000000
0.004314183,00100100111110000010
0.004318368,00100100111110000100
0.004330922,00100100111110000110
0.004339292,00100100111110001000
0.00435603,00100100111110001010
0.004360215,00100100111110001100
0.0043644,00100100111110001110
0.00437277,00100100111110010000
0.004376954,00100100111110010010
0.004389508,00100100111110010100
0.004397878,00100100111110010110
0.004406247,00100100111110011000
0.004414617,00100100111110011010
0.00443554,00100100111110011100
0.004439725,00100100111110011110
0.004448094,00100100111110100000
0.004460649,00100100111110100010
0.004473203,00100100111110100100
0.004489942,00100100111110100110
0.004498311,00100100111110101000
0.004502496,00100100111110101010
0.004519235,00100100111110101100
0.004523419,00100100111110101110
0.004540158,00100100111110110000
0.004548528,00100100111110110010
0.004552713,00100100111110110100
0.004556897,00100100111110110110
0.004561082,00100100111110111000
0.004573636,00100100111110111010
0.004577821,00100100111110111100
0.00458619,00100100111110111110
0.004590375,00100100111111000000
0.00459456,00100100111111000010
0.004607114,00100100111111000100
0.004615483,00100100111111000110
0.004640592,00100100111111001000
0.004653146,00100100111111001010
0.00465733,00100100111111001100
0.0046657,00100100111111001110
0.004678254,00100100111111010000
0.004694993,00100100111111010010
0.004707547,00100100111111010100
0.004715917,00100100111111010110
0.00473684,00100100111111011000
0.004749394,00100100111111011010
0.004753579,00100100111111011100
0.004757764,00100100111111011110
0.004778687,00100100111111100000
0.004791242,00100100111111100010
0.004803796,00100100111111100100
0.004828904,00100100111111100110
0.004841459,00100100111111101000
0.004849828,00100100111111101010
0.004854013,00100100111111101100
0.004862382,00100100111111101110
0.004891675,00100100111111110000
0.00489586,00100100111111110010
0.004900045,00100100111111110100
0.004904229,00100100111111110110
0.004908414,00100100111111111000
0.004912599,00100100111111111010
0.004925153,00100100111111111100
0.004946076,00100100111111111110
0.0001252762,001001010
-0.0004647697,0010011000
0.004950261,00100110100000000000
0.004962815,00100110100000000010
0.004971185,00100110100000000100
0.005000478,00100110100000000110
0.005013032,00100110100000001000
0.005021402,00100110100000001010
0.005033956,00100110100000001100
0.005042325,00100110100000001110
0.005050695,00100110100000010000
0.005059064,00100110100000010010
0.005063249,00100110100000010100
0.005088357,00100110100000010110
0.005100911,00100110100000011000
0.005105096,00100110100000011010
0.00511765,00100110100000011100
0.005151128,00100110100000011110
0.005155313,00100110100000100000
0.005163682,00100110100000100010
0.005167867,00100110100000100100
0.005180421,00100110100000100110
0.005188791,00100110100000101000
0.005192975,00100110100000101010
0.005251561,00100110100000101100
0.005255746,00100110100000101110
0.0052683,00100110100000110000
0.005272485,00100110100000110010
0.00527667,00100110100000110100
0.005289224,00100110100000110110
0.005297593,00100110100000111000
0.005310148,00100110100000111010
0.005322702,00100110100000111100
0.005335256,00100110100000111110
0.005343625,00100110100001000000
0.00535618,00100110100001000010
0.005364549,00100110100001000100
0.005372918,00100110100001000110
0.005381288,00100110100001001000
0.005385472,00100110100001001010
0.005398027,00100110100001001100
0.005414765,00100110100001001110
0.005435689,00100110100001010000
0.005439874,00100110100001010010
0.005469167,00100110100001010100
0.005481721,00100110100001010110
0.005485906,00100110100001011000
0.005490091,00100110100001011010
0.005506829,00100110100001011100
