lower_edge,code
0.005523568,00100110100001011110
0.005527753,00100110100001100000
0.005540307,00100110100001100010
0.005561231,00100110100001100100
0.005586339,00100110100001100110
0.005598893,00100110100001101000
0.005607263,00100110100001101010
0.005624002,00100110100001101100
0.005644925,00100110100001101110
0.00564911,00100110100001110000
0.005661664,00100110100001110010
0.005674218,00100110100001110100
0.005686773,00100110100001110110
0.005690957,00100110100001111000
0.005724435,00100110100001111010
0.005732805,00100110100001111100
0.005741174,00100110100001111110
0.005774652,00100110100010000000
0.005778837,00100110100010000010
0.00579139,00100110100010000100
0.00579976,00100110100010000110
0.005803945,00100110100010001000
0.005812314,00100110100010001010
0.005829053,00100110100010001100
0.005833238,00100110100010001110
0.005845792,00100110100010010000
0.005849977,00100110100010010010
0.005866716,00100110100010010100
0.005875085,00100110100010010110
0.005883454,00100110100010011000
0.005887639,00100110100010011010
0.005896009,00100110100010011100
0.005916932,00100110100010011110
0.005921117,00100110100010100000
0.005933671,00100110100010100010
0.005942041,00100110100010100100
0.005958779,00100110100010100110
0.005983888,00100110100010101000
0.005992257,00100110100010101010
0.005996442,00100110100010101100
0.006000627,00100110100010101110
0.006008996,00100110100010110000
0.006013181,00100110100010110010
0.006025735,00100110100010110100
0.006034105,00100110100010110110
0.006038289,00100110100010111000
0.006050843,00100110100010111010
0.006067582,00100110100010111100
0.00609269,00100110100010111110
0.006105245,00100110100011000000
0.006117799,00100110100011000010
0.006126168,00100110100011000100
0.006147092,00100110100011000110
0.006151277,00100110100011001000
0.006184754,00100110100011001010
0.006188939,00100110100011001100
0.006193124,00100110100011001110
0.006201494,00100110100011010000
0.006205678,00100110100011010010
0.006214047,00100110100011010100
0.006222417,00100110100011010110
0.006230786,00100110100011011000
0.006234971,00100110100011011010
0.006268449,00100110100011011100
0.006276818,00100110100011011110
0.006281003,00100110100011100000
0.006285188,00100110100011100010
0.006289373,00100110100011100100
0.006310296,00100110100011100110
0.006314481,00100110100011101000
0.00632285,00100110100011101010
0.006335405,00100110100011101100
0.006339589,00100110100011101110
0.006343774,00100110100011110000
0.006377252,00100110100011110010
0.006389806,00100110100011110100
0.006427468,00100110100011110110
0.006440022,00100110100011111000
0.006452577,00100110100011111010
0.006548825,00100110100011111100
0.00655301,00100110100011111110
0.006607411,00100110100100000000
0.00663252,00100110100100000010
0.006640889,00100110100100000100
0.006686921,00100110100100000110
0.006699475,00100110100100001000
0.006728768,00100110100100001010
0.006753877,00100110100100001100
0.0067748,00100110100100001110
0.00678317,00100110100100010000
0.006833387,00100110100100010010
0.006879419,00100110100100010100
0.006883603,00100110100100010110
0.006891973,00100110100100011000
0.006917081,00100110100100011010
0.00693382,00100110100100011100
0.006942189,00100110100100011110
0.006946374,00100110100100100000
0.006950559,00100110100100100010
0.006975667,00100110100100100100
0.006988221,00100110100100100110
0.006996591,00100110100100101000
0.007000776,00100110100100101010
0.007059362,00100110100100101100
0.007080285,00100110100100101110
0.007126317,00100110100100110000
0.00716398,00100110100100110010
0.007180719,00100110100100110100
0.007193273,00100110100100110110
0.007230935,00100110100100111000
0.007239304,00100110100100111010
0.007297891,00100110100100111100
0.007343923,00100110100100111110
0.007348108,00100110100101000000
0.007360661,00100110100101000010
0.007389955,00100110100101000100
0.007427617,00100110100101000110
0.00746528,00100110100101001000
0.007498757,00100110100101001010
0.007561528,00100110100101001100
0.007565713,00100110100101001110
0.007574082,00100110100101010000
0.007582452,00100110100101010010
0.007586637,00100110100101010100
0.00760756,00100110100101010110
0.007641038,00100110100101011000
0.007645223,00100110100101011010
0.00768707,00100110100101011100
0.007695439,00100110100101011110
0.00776658,00100110100101100000
0.007787503,00100110100101100010
0.007841905,00100110100101100100
0.007867013,00100110100101100110
0.007925599,00100110100101101000
0.007984186,00100110100101101010
0.008038587,00100110100101101100
0.008072064,00100110100101101110
0.00807625,00100110100101110000
0.008080434,00100110100101110010
0.008084618,00100110100101110100
0.008126466,00100110100101110110
0.00813902,00100110100101111000
0.008193421,00100110100101111010
0.008239454,00100110100101111100
0.008256192,00100110100101111110
0.008285485,00100110100110000000
0.008293855,00100110100110000010
0.008348256,00100110100110000100
0.008406842,00100110100110000110
0.008436135,00100110100110001000
0.008452875,00100110100110001010
0.008457059,00100110100110001100
0.008490536,00100110100110001110
0.008528199,00100110100110010000
0.008607709,00100110100110010010
0.008637002,00100110100110010100
0.008666296,00100110100110010110
0.008699773,00100110100110011000
0.008712327,00100110100110011010
0.008766728,00100110100110011100
0.008783467,00100110100110011110
0.008800207,00100110100110100000
0.008804391,00100110100110100010
0.008883901,00100110100110100100
0.008888085,00100110100110100110
0.008896455,00100110100110101000
0.008913194,00100110100110101010
0.008925748,00100110100110101100
0.008946671,00100110100110101110
0.008975965,00100110100110110000
0.009030366,00100110100110110010
0.009080582,00100110100110110100
0.009084768,00100110100110110110
0.009155908,00100110100110111000
0.009172646,00100110100110111010
0.009185201,00100110100110111100
0.009210309,00100110100110111110
0.009235417,00100110100111000000
0.009252156,00100110100111000010
0.009306557,00100110100111000100
0.009310743,00100110100111000110
0.009323297,00100110100111001000
0.009331666,00100110100111001010
0.009335851,00100110100111001100
0.009373513,00100110100111001110
0.009381883,00100110100111010000
0.009398622,00100110100111010010
0.009402807,00100110100111010100
0.009419546,00100110100111010110
0.0094321,00100110100111011000
0.009440469,00100110100111011010
0.009457208,00100110100111011100
0.009473947,00100110100111011110
0.009478131,00100110100111100000
0.009482316,00100110100111100010
0.009490686,00100110100111100100
0.00950324,00100110100111100110
0.009507424,00100110100111101000
0.00951161,00100110100111101010
0.009532533,00100110100111101100
0.009536717,00100110100111101110
0.009540902,00100110100111110000
0.009557641,00100110100111110010
0.009578565,00100110100111110100
0.009586934,00100110100111110110
0.009599488,00100110100111111000
0.009628781,00100110100111111010
0.009674814,00100110100111111100
0.009733399,00100110100111111110
-0.0007200378,001001101010
-0.000657267,00100110110
0.0002006012,001001110
0.0004935318,00101000000
-0.0006781906,00101000010
-0.0003810753,0010100010
0.0001964165,001010010
0.0004851623,00101010000
0.0009747749,0010101001000
0.001071024,0010101001010
0.0007153221,001010100110
-0.0004689545,0010101010
0.0002675568,0010101100
0.000581411,001010111000
-0.001188727,00101011101000
0.001217489,00101011101010
0.001397431,00101011101100
0.001460202,00101011101110
0.0003972832,00101011110
-8.634955e-06,0010110
4.158172e-05,00110000
-0.0007451462,001100100000
0.0007069526,001100100010
0.0006902138,001100100100
0.001016622,0011001001100
-0.001406332,00110010011100
-0.001238944,00110010011110
-0.0006447128,00110010100
-0.00053591,00110010110
0.0005688568,001100110000
-0.001088294,0011001100100
0.001054285,0011001100110
0.001167272,00110011010000
0.001355585,00110011010010
0.001744763,001100110101000
-0.001787142,001100110101010
-0.001649046,001100110101100
-0.001603014,001100110101110
-0.0008455795,001100110110
0.0003428818,0011001110
-1.281968e-05,0011010
0.000112722,001110000
-0.0003224892,001110010
-0.0001843933,00111010
0.0002801109,0011110000
0.0008157555,0011110010000
-0.001130141,0011110010010
-0.001540244,001111001010000
0.001552266,001111001010010
-0.001381224,00111100101010
-0.000929274,0011110010110
-0.0009167198,0011110011000
0.001041731,0011110011010
-0.0008413948,001111001110
-0.0003266739,001111010
-0.0001802086,00111110
0.000338697,0100000000
-0.0003685211,0100000010
-0.0004564003,0100000100
-0.001372855,01000001100000
0.001719655,010000011000100
-0.001690894,010000011000110
-0.001113402,0100000110010
0.0008032013,0100000110100
-0.001079924,0100000110110
0.0007487999,0100000111000
-0.001163619,01000001110100
-0.001485842,010000011101100
-0.001460734,010000011101110
-0.00144818,010000011110000
0.001623407,010000011110010
0.001669438,010000011110100
0.001707101,010000011110110
-0.002414851,0100000111110000
-0.001967085,0100000111110010
-0.001912684,0100000111110100
-0.001904314,0100000111110110
-0.00190013,0100000111111000
-0.001862467,0100000111111010
0.001489495,0100000111111100
0.001995847,0100000111111110
-0.0002387947,010000100
-0.000807917,010000110000
-0.0008581337,010000110010
0.0007027679,010000110100
-0.0008330254,010000110110
-0.0004522156,0100001110
3.919214e-06,01000100
-0.0006363434,01000110000
0.0009412972,0100011001000
0.0009998833,0100011001010
-0.000732592,010001100110
-0.0004438461,0100011010
-0.0003141197,010001110
0.0001001678,010010000
-0.00106737,0100100100000
-0.001038077,0100100100010
-0.001347746,01001001001000
-0.001264052,01001001001010
0.001376508,01001001001100
0.001380693,01001001001110
0.002071172,0100100101000000
0.002108834,0100100101000010
-0.001866652,010010010100010
-0.001490027,01001001010010
0.0009371124,0100100101010
-0.0008204712,010010010110
-0.0006488975,01001001100
0.001083578,0100100111000
-0.001293345,01001001110100
0.001221674,01001001110110
0.001288629,01001001111000
0.001418355,01001001111010
-0.001812251,010010011111000
-0.001766219,010010011111010
-0.001665785,010010011111100
0.001451833,010010011111110
0.0003303276,0100101000
0.0006818443,010010101000
-0.0008288407,010010101010
0.0007195068,010010101100
0.0006943985,010010101110
-0.0005108017,01001011000
0.0004684234,01001011010
-0.001075739,0100101110000
0.0006985832,0100101110010
0.0009538513,0100101110100
-0.001481657,01001011101100
0.001137979,01001011101110
-0.0007869934,010010111100
-0.001054816,0100101111100
0.009741769,01001011111100000000
0.009750138,01001011111100000010
0.009754323,01001011111100000100
0.009762692,01001011111100000110
0.009771062,01001011111100001000
0.009808725,01001011111100001010
0.009821279,01001011111100001100
0.009884049,01001011111100001110
-0.003871134,01001011111100010
-0.002013117,0100101111110010
-0.001711817,010010111111010
-0.001134325,01001011111110
-2.655088e-07,01001100
-0.0001760239,01001110
0.0003261429,0101000000
0.000460054,01010000100
-0.0006070503,01010000110
0.000188047,010100010
0.0004558693,01010010000
-0.001636492,010100100100000
-0.001435625,010100100100010
0.001598298,010100100100100
0.001690362,010100100100110
0.001728025,010100100101000
0.001732209,010100100101010
0.001774057,010100100101100
-0.001716002,010100100101110
-0.001983824,0101001001100000
0.001811719,0101001001100010
0.001832643,0101001001100100
0.001845197,0101001001100110
0.001878675,0101001001101000
0.002054433,0101001001101010
-0.002184691,0101001001101100
-0.003687006,01010010011011100
-0.003494509,01010010011011110
-0.003461031,01010010011100000
-0.003427554,01010010011100010
-0.003423369,01010010011100100
-0.003419184,01010010011100110
-0.003239241,01010010011101000
-0.003222502,01010010011101010
-0.003172285,01010010011101100
-0.003159731,01010010011101110
-0.003142993,01010010011110000
-0.003130438,01010010011110010
-0.003030005,01010010011110100
-0.002925387,01010010011110110
-0.002816584,01010010011111000
-0.00280403,01010010011111010
-0.002762183,01010010011111100
-0.002728705,01010010011111110
-0.0006237892,01010010100
-0.002703597,01010010110000000
-0.002628271,01010010110000010
-0.002561316,01010010110000100
-0.002557131,01010010110000110
-0.002544577,01010010110001000
-0.002485991,01010010110001010
-0.002452513,01010010110001100
-0.002398112,01010010110001110
-0.002377188,01010010110010000
-0.002373003,01010010110010010
-0.002331156,01010010110010100
-0.002297678,01010010110010110
-0.002264201,01010010110011000
-0.002243277,01010010110011010
-0.00219306,01010010110011100
-0.002109366,01010010110011110
-0.002092627,01010010110100000
0.001933076,01010010110100010
0.002050248,01010010110100100
0.002100465,01010010110100110
0.002121388,01010010110101000
0.002146497,01010010110101010
0.002154866,01010010110101100
0.002196714,01010010110101110
0.002238561,01010010110110000
0.002301332,01010010110110010
0.002305516,01010010110110100
0.002372472,01010010110110110
0.002414319,01010010110111000
0.002422689,01010010110111010
0.002435243,01010010110111100
0.002456166,01010010110111110
0.00247709,01010010111000000
0.002619371,01010010111000010
0.002661218,01010010111000100
0.002677957,01010010111000110
0.002703065,01010010111001000
0.003514901,01010010111001010
0.003678106,01010010111001100
0.009909158,01010010111001110000
0.009938451,01010010111001110010
0.00995519,01010010111001110100
0.006075952,0101001011100111011000000000000
0.006080137,0101001011100111011000000000010
0.006088506,0101001011100111011000000000100
0.006096875,0101001011100111011000000000110
0.00610106,0101001011100111011000000001000
0.00610943,0101001011100111011000000001010
0.006113614,0101001011100111011000000001100
0.006121984,0101001011100111011000000001110
0.006130353,0101001011100111011000000010000
0.006134538,0101001011100111011000000010010
0.006138722,0101001011100111011000000010100
0.006142907,0101001011100111011000000010110
0.006159646,0101001011100111011000000011000
0.006163831,0101001011100111011000000011010
0.0061722,0101001011100111011000000011100
0.00618057,0101001011100111011000000011110
0.006197309,0101001011100111011000000100000
0.006209863,0101001011100111011000000100010
0.006218232,0101001011100111011000000100100
0.006226602,0101001011100111011000000100110
0.006239156,0101001011100111011000000101000
0.006243341,0101001011100111011000000101010
0.006247525,0101001011100111011000000101100
0.00625171,0101001011100111011000000101110
0.006260079,0101001011100111011000000110000
0.006264264,0101001011100111011000000110010
0.006272634,0101001011100111011000000110100
0.006293557,0101001011100111011000000110110
0.006297742,0101001011100111011000000111000
0.006301927,0101001011100111011000000111010
0.006318666,0101001011100111011000000111100
0.006347958,0101001011100111011000000111110
0.006352143,0101001011100111011000001000000
0.006356328,0101001011100111011000001000010
0.006360513,0101001011100111011000001000100
0.006364698,0101001011100111011000001000110
0.006368882,0101001011100111011000001001000
0.006373067,0101001011100111011000001001010
0.006381436,0101001011100111011000001001100
0.006385621,0101001011100111011000001001110
0.00639399,0101001011100111011000001010000
0.006398175,0101001011100111011000001010010
0.00640236,0101001011100111011000001010100
0.006406545,0101001011100111011000001010110
0.00641073,0101001011100111011000001011000
0.006414914,0101001011100111011000001011010
0.006419099,0101001011100111011000001011100
0.006423284,0101001011100111011000001011110
0.006435838,0101001011100111011000001100000
0.006444207,0101001011100111011000001100010
0.006448392,0101001011100111011000001100100
0.006456762,0101001011100111011000001100110
0.006460946,0101001011100111011000001101000
0.006465131,0101001011100111011000001101010
0.006469316,0101001011100111011000001101100
0.0064735,0101001011100111011000001101110
0.006477685,0101001011100111011000001110000
0.00648187,0101001011100111011000001110010
0.006486055,0101001011100111011000001110100
0.006490239,0101001011100111011000001110110
0.006494424,0101001011100111011000001111000
0.006498609,0101001011100111011000001111010
0.006502794,0101001011100111011000001111100
0.006506978,0101001011100111011000001111110
0.006511163,0101001011100111011000010000000
0.006515347,0101001011100111011000010000010
0.006519532,0101001011100111011000010000100
0.006523717,0101001011100111011000010000110
0.006527902,0101001011100111011000010001000
0.006532087,0101001011100111011000010001010
0.006536271,0101001011100111011000010001100
0.006540456,0101001011100111011000010001110
0.006544641,0101001011100111011000010010000
0.006557195,0101001011100111011000010010010
0.006561379,0101001011100111011000010010100
0.006565564,0101001011100111011000010010110
0.006569749,0101001011100111011000010011000
0.006573934,0101001011100111011000010011010
0.006578119,0101001011100111011000010011100
0.006582303,0101001011100111011000010011110
0.006586488,0101001011100111011000010100000
0.006590673,0101001011100111011000010100010
0.006594857,0101001011100111011000010100100
0.006599042,0101001011100111011000010100110
0.006603227,0101001011100111011000010101000
0.006611596,0101001011100111011000010101010
0.006615781,0101001011100111011000010101100
0.006619966,0101001011100111011000010101110
0.006624151,0101001011100111011000010110000
0.006628335,0101001011100111011000010110010
0.006636705,0101001011100111011000010110100
0.006645074,0101001011100111011000010110110
0.006649259,0101001011100111011000010111000
0.006653443,0101001011100111011000010111010
0.006657628,0101001011100111011000010111100
0.006661813,0101001011100111011000010111110
0.006665998,0101001011100111011000011000000
0.006670183,0101001011100111011000011000010
0.006674367,0101001011100111011000011000100
0.006678552,0101001011100111011000011000110
0.006682736,0101001011100111011000011001000
0.006691106,0101001011100111011000011001010
0.006695291,0101001011100111011000011001100
0.00670366,0101001011100111011000011001110
0.006707845,0101001011100111011000011010000
0.00671203,0101001011100111011000011010010
0.006716214,0101001011100111011000011010100
0.006720399,0101001011100111011000011010110
0.006724584,0101001011100111011000011011000
0.006732953,0101001011100111011000011011010
0.006737138,0101001011100111011000011011100
0.006741323,0101001011100111011000011011110
0.006745507,0101001011100111011000011100000
0.006749692,0101001011100111011000011100010
0.006758062,0101001011100111011000011100100
0.006762246,0101001011100111011000011100110
0.006766431,0101001011100111011000011101000
0.006770615,0101001011100111011000011101010
0.006778985,0101001011100111011000011101100
0.006787355,0101001011100111011000011101110
0.006791539,0101001011100111011000011110000
0.006795724,0101001011100111011000011110010
0.006799909,0101001011100111011000011110100
0.006804093,0101001011100111011000011110110
0.006808278,0101001011100111011000011111000
0.006812463,0101001011100111011000011111010
0.006816647,0101001011100111011000011111100
0.006820832,0101001011100111011000011111110
0.006825017,0101001011100111011000100000000
0.006829202,0101001011100111011000100000010
0.006837571,0101001011100111011000100000100
0.006841756,0101001011100111011000100000110
0.006845941,0101001011100111011000100001000
0.006850125,0101001011100111011000100001010
0.00685431,0101001011100111011000100001100
0.006858495,0101001011100111011000100001110
0.006862679,0101001011100111011000100010000
0.006866864,0101001011100111011000100010010
0.006871049,0101001011100111011000100010100
0.006875234,0101001011100111011000100010110
0.006887788,0101001011100111011000100011000
0.006896157,0101001011100111011000100011010
0.006900342,0101001011100111011000100011100
0.006904527,0101001011100111011000100011110
0.006912896,0101001011100111011000100100000
0.006921266,0101001011100111011000100100010
0.006925451,0101001011100111011000100100100
0.006929635,0101001011100111011000100100110
0.006938004,0101001011100111011000100101000
0.006954744,0101001011100111011000100101010
0.006958928,0101001011100111011000100101100
0.006967298,0101001011100111011000100101110
0.006971482,0101001011100111011000100110000
0.006979852,0101001011100111011000100110010
0.006984036,0101001011100111011000100110100
0.006992406,0101001011100111011000100110110
0.00700496,0101001011100111011000100111000
0.007009145,0101001011100111011000100111010
0.00701333,0101001011100111011000100111100
0.007017514,0101001011100111011000100111110
0.007021699,0101001011100111011000101000000
0.007025884,0101001011100111011000101000010
0.007030068,0101001011100111011000101000100
0.007034253,0101001011100111011000101000110
0.007038438,0101001011100111011000101001000
0.007042623,0101001011100111011000101001010
0.007046808,0101001011100111011000101001100
0.007050992,0101001011100111011000101001110
0.007055177,0101001011100111011000101010000
0.007063546,0101001011100111011000101010010
0.007067731,0101001011100111011000101010100
0.007071916,0101001011100111011000101010110
0.0070761,0101001011100111011000101011000
0.00708447,0101001011100111011000101011010
0.007088655,0101001011100111011000101011100
0.00709284,0101001011100111011000101011110
0.007097024,0101001011100111011000101100000
0.007101209,0101001011100111011000101100010
0.007105393,0101001011100111011000101100100
0.007109578,0101001011100111011000101100110
0.007113763,0101001011100111011000101101000
0.007117948,0101001011100111011000101101010
0.007122132,0101001011100111011000101101100
0.007130502,0101001011100111011000101101110
0.007134687,0101001011100111011000101110000
0.007138871,0101001011100111011000101110010
0.007143056,0101001011100111011000101110100
0.007147241,0101001011100111011000101110110
0.007151425,0101001011100111011000101111000
0.00715561,0101001011100111011000101111010
0.007159795,0101001011100111011000101111100
0.007168164,0101001011100111011000101111110
0.007172349,0101001011100111011000110000000
0.007176534,0101001011100111011000110000010
0.007184903,0101001011100111011000110000100
0.007189088,0101001011100111011000110000110
0.007197457,0101001011100111011000110001000
0.007201642,0101001011100111011000110001010
0.007205827,0101001011100111011000110001100
0.007210012,0101001011100111011000110001110
0.007214196,0101001011100111011000110010000
0.007218381,0101001011100111011000110010010
0.007222566,0101001011100111011000110010100
0.007226751,0101001011100111011000110010110
0.00723512,0101001011100111011000110011000
0.007243489,0101001011100111011000110011010
0.007247674,0101001011100111011000110011100
0.007251859,0101001011100111011000110011110
0.007256044,0101001011100111011000110100000
0.007260229,0101001011100111011000110100010
0.007264413,0101001011100111011000110100100
0.007268598,0101001011100111011000110100110
0.007272782,0101001011100111011000110101000
0.007276967,0101001011100111011000110101010
0.007281152,0101001011100111011000110101100
0.007285336,0101001011100111011000110101110
0.007289521,0101001011100111011000110110000
0.007293706,0101001011100111011000110110010
0.007302076,0101001011100111011000110110100
0.00730626,0101001011100111011000110110110
0.007310445,0101001011100111011000110111000
0.00731463,0101001011100111011000110111010
0.007318814,0101001011100111011000110111100
0.007322999,0101001011100111011000110111110
0.007327184,0101001011100111011000111000000
0.007331369,0101001011100111011000111000010
0.007335553,0101001011100111011000111000100
0.007339738,0101001011100111011000111000110
0.007352292,0101001011100111011000111001000
0.007356477,0101001011100111011000111001010
0.007364846,0101001011100111011000111001100
0.007369031,0101001011100111011000111001110
0.007373216,0101001011100111011000111010000
0.007377401,0101001011100111011000111010010
0.007381585,0101001011100111011000111010100
0.00738577,0101001011100111011000111010110
0.007394139,0101001011100111011000111011000
0.007398324,0101001011100111011000111011010
0.007402509,0101001011100111011000111011100
0.007406693,0101001011100111011000111011110
0.007410878,0101001011100111011000111100000
0.007415063,0101001011100111011000111100010
0.007419248,0101001011100111011000111100100
0.007423433,0101001011100111011000111100110
0.007431802,0101001011100111011000111101000
0.007435987,0101001011100111011000111101010
0.007440171,0101001011100111011000111101100
0.007444356,0101001011100111011000111101110
0.007448541,0101001011100111011000111110000
0.007452725,0101001011100111011000111110010
0.00745691,0101001011100111011000111110100
0.007461095,0101001011100111011000111110110
0.007469465,0101001011100111011000111111000
0.007473649,0101001011100111011000111111010
0.007477834,0101001011100111011000111111100
0.007482019,0101001011100111011000111111110
0.007486203,0101001011100111011001000000000
0.007490388,0101001011100111011001000000010
0.007494573,0101001011100111011001000000100
0.007502942,0101001011100111011001000000110
0.007507127,0101001011100111011001000001000
0.007511312,0101001011100111011001000001010
0.007515497,0101001011100111011001000001100
0.007519681,0101001011100111011001000001110
0.007523866,0101001011100111011001000010000
0.00752805,0101001011100111011001000010010
0.007532235,0101001011100111011001000010100
0.00753642,0101001011100111011001000010110
0.007540605,0101001011100111011001000011000
0.007544789,0101001011100111011001000011010
0.007548974,0101001011100111011001000011100
0.007553159,0101001011100111011001000011110
0.007557344,0101001011100111011001000100000
0.007569898,0101001011100111011001000100010
0.007578267,0101001011100111011001000100100
0.007590821,0101001011100111011001000100110
0.007595006,0101001011100111011001000101000
0.007599191,0101001011100111011001000101010
0.007603376,0101001011100111011001000101100
0.007611745,0101001011100111011001000101110
0.00761593,0101001011100111011001000110000
0.007620114,0101001011100111011001000110010
0.007624299,0101001011100111011001000110100
0.007628484,0101001011100111011001000110110
0.007632669,0101001011100111011001000111000
0.007636853,0101001011100111011001000111010
0.007649408,0101001011100111011001000111100
0.007653592,0101001011100111011001000111110
0.007657777,0101001011100111011001001000000
0.007661961,0101001011100111011001001000010
0.007666146,0101001011100111011001001000100
0.007670331,0101001011100111011001001000110
0.007674516,0101001011100111011001001001000
0.007678701,0101001011100111011001001001010
0.007682886,0101001011100111011001001001100
0.007691255,0101001011100111011001001001110
0.007699624,0101001011100111011001001010000
0.007703809,0101001011100111011001001010010
0.007707993,0101001011100111011001001010100
0.007712178,0101001011100111011001001010110
0.007716363,0101001011100111011001001011000
0.007720548,0101001011100111011001001011010
0.007724733,0101001011100111011001001011100
0.007728917,0101001011100111011001001011110
0.007733102,0101001011100111011001001100000
0.007737287,0101001011100111011001001100010
0.007741471,0101001011100111011001001100100
0.007745656,0101001011100111011001001100110
0.007749841,0101001011100111011001001101000
0.007754026,0101001011100111011001001101010
0.00775821,0101001011100111011001001101100
0.007770765,0101001011100111011001001101110
0.007774949,0101001011100111011001001110000
0.007779134,0101001011100111011001001110010
0.007783319,0101001011100111011001001110100
0.007791688,0101001011100111011001001110110
0.007795873,0101001011100111011001001111000
0.007800058,0101001011100111011001001111010
0.007804242,0101001011100111011001001111100
0.007808427,0101001011100111011001001111110
0.007812612,0101001011100111011001010000000
0.007816796,0101001011100111011001010000010
0.007820982,0101001011100111011001010000100
0.007825166,0101001011100111011001010000110
0.00782935,0101001011100111011001010001000
0.007833535,0101001011100111011001010001010
0.00783772,0101001011100111011001010001100
0.007846089,0101001011100111011001010001110
0.007850274,0101001011100111011001010010000
0.007854459,0101001011100111011001010010010
0.007858643,0101001011100111011001010010100
0.007862829,0101001011100111011001010010110
0.007871198,0101001011100111011001010011000
0.007875383,0101001011100111011001010011010
0.007879567,0101001011100111011001010011100
0.007883752,0101001011100111011001010011110
0.007887937,0101001011100111011001010100000
0.007892122,0101001011100111011001010100010
0.007896306,0101001011100111011001010100100
0.00790049,0101001011100111011001010100110
0.007904676,0101001011100111011001010101000
0.00790886,0101001011100111011001010101010
0.007913045,0101001011100111011001010101100
0.00791723,0101001011100111011001010101110
0.007921414,0101001011100111011001010110000
0.007929784,0101001011100111011001010110010
0.007933969,0101001011100111011001010110100
0.007938153,0101001011100111011001010110110
0.007942338,0101001011100111011001010111000
0.007946523,0101001011100111011001010111010
0.007950707,0101001011100111011001010111100
0.007959077,0101001011100111011001010111110
0.007963262,0101001011100111011001011000000
0.007967446,0101001011100111011001011000010
0.007971631,0101001011100111011001011000100
0.007975816,0101001011100111011001011000110
0.00798,0101001011100111011001011001000
0.00798837,0101001011100111011001011001010
0.007992554,0101001011100111011001011001100
0.00799674,0101001011100111011001011001110
0.008000924,0101001011100111011001011010000
0.008005109,0101001011100111011001011010010
0.008009294,0101001011100111011001011010100
0.008013478,0101001011100111011001011010110
0.008017663,0101001011100111011001011011000
0.008021848,0101001011100111011001011011010
0.008026033,0101001011100111011001011011100
0.008030217,0101001011100111011001011011110
0.008034402,0101001011100111011001011100000
0.008042771,0101001011100111011001011100010
0.008046956,0101001011100111011001011100100
0.008051141,0101001011100111011001011100110
0.008055326,0101001011100111011001011101000
0.00805951,0101001011100111011001011101010
0.008063695,0101001011100111011001011101100
0.00806788,0101001011100111011001011101110
0.008088804,0101001011100111011001011110000
0.008092988,0101001011100111011001011110010
0.008097173,0101001011100111011001011110100
0.008101357,0101001011100111011001011110110
0.008105543,0101001011100111011001011111000
0.008109727,0101001011100111011001011111010
0.008113911,0101001011100111011001011111100
0.008118097,0101001011100111011001011111110
0.008122281,0101001011100111011001100000000
0.008130651,0101001011100111011001100000010
0.008134835,0101001011100111011001100000100
0.008143205,0101001011100111011001100000110
0.00814739,0101001011100111011001100001000
0.008151574,0101001011100111011001100001010
0.008155759,0101001011100111011001100001100
0.008159944,0101001011100111011001100001110
0.008164128,0101001011100111011001100010000
0.008168313,0101001011100111011001100010010
0.008172498,0101001011100111011001100010100
0.008176683,0101001011100111011001100010110
0.008180867,0101001011100111011001100011000
0.008185052,0101001011100111011001100011010
0.008189237,0101001011100111011001100011100
0.008197607,0101001011100111011001100011110
0.008201791,0101001011100111011001100100000
0.008205975,0101001011100111011001100100010
0.008210161,0101001011100111011001100100100
0.008214345,0101001011100111011001100100110
0.00821853,0101001011100111011001100101000
0.008222715,0101001011100111011001100101010
0.008226899,0101001011100111011001100101100
0.008231084,0101001011100111011001100101110
0.008235268,0101001011100111011001100110000
0.008243638,0101001011100111011001100110010
0.008247823,0101001011100111011001100110100
0.008252008,0101001011100111011001100110110
0.008260377,0101001011100111011001100111000
0.008264562,0101001011100111011001100111010
0.008268747,0101001011100111011001100111100
0.008272931,0101001011100111011001100111110
0.008277116,0101001011100111011001101000000
0.008281301,0101001011100111011001101000010
0.008289671,0101001011100111011001101000100
0.008298039,0101001011100111011001101000110
0.008302224,0101001011100111011001101001000
0.008306409,0101001011100111011001101001010
0.008310594,0101001011100111011001101001100
0.008314778,0101001011100111011001101001110
0.008318963,0101001011100111011001101010000
0.008323148,0101001011100111011001101010010
0.008327332,0101001011100111011001101010100
0.008331518,0101001011100111011001101010110
0.008335702,0101001011100111011001101011000
0.008339887,0101001011100111011001101011010
0.008344072,0101001011100111011001101011100
0.008352441,0101001011100111011001101011110
0.008356625,0101001011100111011001101100000
0.008360811,0101001011100111011001101100010
0.008364995,0101001011100111011001101100100
0.008369179,0101001011100111011001101100110
0.008373365,0101001011100111011001101101000
0.008377549,0101001011100111011001101101010
0.008381734,0101001011100111011001101101100
0.008385919,0101001011100111011001101101110
0.008390103,0101001011100111011001101110000
0.008398473,0101001011100111011001101110010
0.008402658,0101001011100111011001101110100
0.008411027,0101001011100111011001101110110
0.008415212,0101001011100111011001101111000
0.008419396,0101001011100111011001101111010
0.008423581,0101001011100111011001101111100
0.008427766,0101001011100111011001101111110
0.008431951,0101001011100111011001110000000
0.00844032,0101001011100111011001110000010
0.008444505,0101001011100111011001110000100
0.008448689,0101001011100111011001110000110
